text,symptoms
"shivering,chills,watering_from_eyes","['shivering', 'chills', 'watering from eyes']"
"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze","['skin rash', 'high fever', 'blister', 'red sore around nose', 'yellow crust ooze']"
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","['vomiting', 'yellowish skin', 'abdominal pain', 'swelling of stomach', 'distention of abdomen', 'history of alcohol consumption', 'fluid overload']"
"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking","['joint pain', 'neck pain', 'knee pain', 'hip joint pain', 'swelling joints', 'painful walking']"
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","['vomiting', 'yellowish skin', 'abdominal pain', 'swelling of stomach', 'distention of abdomen', 'history of alcohol consumption', 'fluid overload']"
"I've been feeling dizzy and lightheaded, and I've been having trouble balancing. I've also had a headache that won't go away.","[""i've feeling dizzy lightheaded"", "" i've trouble balancing"", "" i've headache won't away""]"
"fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf","['fatigue', 'cramps', 'bruising', 'obesity', 'swollen legs', 'prominent veins on calf']"
"continuous_sneezing,shivering,watering_from_eyes","['continuous sneezing', 'shivering', 'watering from eyes']"
"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking","['joint pain', 'neck pain', 'knee pain', 'hip joint pain', 'swelling joints', 'painful walking']"
"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation","['fatigue', 'mood swings', 'weight loss', 'restlessness', 'sweating', 'diarrhoea', 'fast heart rate', 'excessive hunger', 'muscle weakness', 'irritability', 'abnormal menstruation']"
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","['joint pain', 'vomiting', 'fatigue', 'high fever', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'yellowing of eyes', 'acute liver failure', 'coma', 'stomach bleeding']"
Each infectious disease has its own specific signs and symptoms. General signs and symptoms common to a number of infectious diseases include:  Fever Diarrhea Fatigue Muscle aches Coughing,"['infectious disease specific signs symptoms', ' general signs symptoms common number infectious diseases include:  fever diarrhea fatigue muscle aches coughing ']"
"I have a cough that won't go away, and I'm having trouble breathing. I'm also really weak and tired, and my fever is really high. I'm coughing up a lot of mucus, and I'm really angry and frustrated.","[""cough won't away"", "" i'm trouble breathing"", "" i'm weak tired"", ' fever high', "" i'm coughing mucus"", "" i'm angry frustrated""]"
"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching","['vomiting', 'indigestion', 'loss of appetite', 'abdominal pain', 'passage of gases', 'internal itching']"
"vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching","['vomiting', 'indigestion', 'loss of appetite', 'abdominal pain', 'internal itching']"
"vomiting,breathlessness,sweating,chest_pain","['vomiting', 'breathlessness', 'sweating', 'chest pain']"
"chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","['chills', 'vomiting', 'fatigue', 'weight loss', 'cough', 'high fever', 'sweating', 'loss of appetite', 'mild fever', 'yellowing of eyes', 'swelled lymph nodes', 'malaise', 'phlegm', 'chest pain', 'blood in sputum']"
"I've been experiencing neck pain, vertigo, and instability. I've also been having a chronic cough and limb weakness.","[""i've experiencing neck pain"", ' vertigo', ' instability', "" i've chronic cough limb weakness""]"
"fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation","['fatigue', 'mood swings', 'weight loss', 'restlessness', 'diarrhoea', 'fast heart rate', 'excessive hunger', 'muscle weakness', 'irritability', 'abnormal menstruation']"
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough","['stomach pain', 'acidity', 'ulcers on tongue', 'vomiting', 'cough']"
"itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","['itching', 'yellowish skin', 'nausea', 'loss of appetite', 'abdominal pain', 'yellowing of eyes']"
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking","['muscle weakness', 'stiff neck', 'swelling joints', 'movement stiffness', 'painful walking']"
"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking","['joint pain', 'neck pain', 'knee pain', 'hip joint pain', 'swelling joints', 'painful walking']"
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","['itching', 'fatigue', 'lethargy', 'yellowish skin', 'dark urine', 'loss of appetite', 'abdominal pain', 'yellow urine', 'yellowing of eyes', 'malaise', 'receiving blood transfusion', 'receiving unsterile injections']"
"vomiting,sunken_eyes,dehydration,diarrhoea","['vomiting', 'sunken eyes', 'dehydration', 'diarrhoea']"
"I have a burning sensation when I pee, and my lower abdomen hurts. I also have a low temperature and feel weak.","['burning sensation pee', ' lower abdomen hurts', ' low temperature feel weak']"
"skin_rash,pus_filled_pimples,blackheads,scurring","['skin rash', 'pus filled pimples', 'blackheads', 'scurring']"
"fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf","['fatigue', 'bruising', 'obesity', 'swollen legs', 'swollen blood vessels', 'prominent veins on calf']"
"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","['chills', 'vomiting', 'fatigue', 'weight loss', 'cough', 'high fever', 'breathlessness', 'sweating', 'loss of appetite', 'mild fever', 'yellowing of eyes', 'swelled lymph nodes', 'malaise', 'phlegm', 'chest pain', 'blood in sputum']"
"vomiting,breathlessness,sweating,chest_pain","['vomiting', 'breathlessness', 'sweating', 'chest pain']"
"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness","['vomiting', 'headache', 'nausea', 'spinning movements', 'loss of balance', 'unsteadiness']"
"itching,skin_rash,nodal_skin_eruptions","['itching', 'skin rash', 'nodal skin eruptions']"
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus","['constipation', 'pain during bowel movements', 'pain in anal region', 'bloody stool', 'irritation in anus']"
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination","['itching', 'skin rash', 'stomach pain', 'burning micturition', 'spotting  urination']"
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","['joint pain', 'vomiting', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'yellowing of eyes']"
I have a hard time swallowing and I feel like food is getting stuck in my throat. I belch a lot and feel bloated. I have a bad taste in my mouth all the time.,"['hard time swallowing feel like food stuck throat', ' belch feel bloated', ' bad taste mouth time']"
"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","['skin rash', 'joint pain', 'skin peeling', 'silver like dusting', 'small dents in nails', 'inflammatory nails']"
"chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","['chills', 'vomiting', 'fatigue', 'weight loss', 'cough', 'high fever', 'sweating', 'loss of appetite', 'mild fever', 'yellowing of eyes', 'swelled lymph nodes', 'malaise', 'phlegm', 'chest pain', 'blood in sputum']"
"I've been having a lot of pain in my joints, especially my knees and hips. I've also been feeling really stiff and it's hard to move around.","[""i've pain joints"", ' especially knees hips', "" i've feeling stiff it's hard move around""]"
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance","['back pain', 'weakness in limbs', 'neck pain', 'dizziness', 'loss of balance']"
"stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain","['stomach pain', 'ulcers on tongue', 'vomiting', 'cough', 'chest pain']"
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","['itching', 'vomiting', 'yellowish skin', 'nausea', 'loss of appetite', 'abdominal pain', 'yellowing of eyes']"
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking","['muscle weakness', 'stiff neck', 'swelling joints', 'movement stiffness', 'painful walking']"
"I have dry, flaky patches of skin that are prone to infection. My joints are in a lot of pain. The skin on my knees and elbows is starting to flake.","['dry', ' flaky patches skin prone infection', ' joints pain', ' skin knees elbows starting flake']"
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","['itching', 'fatigue', 'lethargy', 'yellowish skin', 'dark urine', 'loss of appetite', 'abdominal pain', 'yellow urine', 'yellowing of eyes', 'malaise', 'receiving blood transfusion', 'receiving unsterile injections']"
"Your medical team will likely be the first to recognize ambiguous genitalia soon after your baby is born. Occasionally, ambiguous genitalia may be suspected before birth (prenatally). Characteristics can vary in severity, depending on when during genital development the problem occurred and the cause of the disorder. Babies who are genetically female (with two X chromosomes) may have:  An enlarged clitoris, which may resemble a penis Closed labia, or labia that include folds and resemble a scrotum Lumps that feel like testes in the fused labia  Babies who are genetically male (with one X and one Y chromosome) may have:  A condition in which the narrow tube that carries urine and semen (urethra) doesn't fully extend to the tip of the penis (hypospadias) An abnormally small penis with the urethral opening closer to the scrotum The absence of one or both testicles in what appears to be the scrotum Undescended testicles and an empty scrotum that has the appearance of a labia with or without a micropenis","['medical team will likely first recognize ambiguous genitalia soon baby born', ' occasionally', ' ambiguous genitalia may suspected birth (prenatally)', ' characteristics can vary severity', ' depending genital development problem occurred cause disorder', ' babies who genetically female (with chromosomes) may have:  enlarged clitoris', ' may resemble penis closed labia', "" labia include folds resemble scrotum lumps feel like testes fused labia  babies who genetically male (with chromosome) may have:  condition narrow tube carries urine semen (urethra) doesn't fully extend tip penis (hypospadias) abnormally small penis urethral opening closer scrotum absence testicles scrotum undescended testicles empty scrotum appearance labia micropenis ""]"
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","['itching', 'fatigue', 'lethargy', 'yellowish skin', 'dark urine', 'loss of appetite', 'abdominal pain', 'yellow urine', 'yellowing of eyes', 'malaise', 'receiving blood transfusion', 'receiving unsterile injections']"
"itching,nodal_skin_eruptions,dischromic__patches","['itching', 'nodal skin eruptions', 'dischromic  patches']"
"cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf","['cramps', 'bruising', 'obesity', 'swollen legs', 'swollen blood vessels', 'prominent veins on calf']"
"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation","['fatigue', 'mood swings', 'weight loss', 'restlessness', 'sweating', 'diarrhoea', 'fast heart rate', 'excessive hunger', 'muscle weakness', 'irritability', 'abnormal menstruation']"
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","['joint pain', 'vomiting', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'diarrhoea', 'mild fever', 'yellowing of eyes', 'muscle pain']"
"vomiting,headache,nausea,loss_of_balance,unsteadiness","['vomiting', 'headache', 'nausea', 'loss of balance', 'unsteadiness']"
"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking","['joint pain', 'neck pain', 'knee pain', 'hip joint pain', 'swelling joints', 'painful walking']"
"weakness_in_limbs,neck_pain,dizziness,loss_of_balance","['weakness in limbs', 'neck pain', 'dizziness', 'loss of balance']"
"sunken_eyes,dehydration,diarrhoea","['sunken eyes', 'dehydration', 'diarrhoea']"
"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking","['joint pain', 'neck pain', 'knee pain', 'hip joint pain', 'swelling joints', 'painful walking']"
"Nasal polyps are associated with irritation and swelling (inflammation) of the lining of your nasal passages and sinuses that lasts more than 12 weeks (chronic sinusitis). However, it's possible to have chronic sinusitis without nasal polyps. Nasal polyps themselves are soft and lack sensation, so if they're small, you may not be aware you have them. Multiple growths or a large polyp may block your nasal passages and sinuses. Common signs and symptoms of chronic sinusitis with nasal polyps include:  A runny nose Persistent stuffiness Postnasal drip Decreased or absent sense of smell Loss of sense of taste Facial pain or headache Pain in your upper teeth A sense of pressure over your forehead and face Snoring Frequent nosebleeds","['nasal polyps associated irritation swelling (inflammation) lining nasal passages sinuses lasts 12 weeks (chronic sinusitis)', ' however', "" it's possible chronic sinusitis nasal polyps"", ' nasal polyps soft lack sensation', "" they're small"", ' may aware them', ' multiple growths large polyp may block nasal passages sinuses', ' common signs symptoms chronic sinusitis nasal polyps include:  runny nose persistent stuffiness postnasal drip decreased absent sense smell loss sense taste facial pain headache pain upper teeth sense pressure forehead face snoring frequent nosebleeds ']"
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","['joint pain', 'vomiting', 'fatigue', 'high fever', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'yellowing of eyes', 'acute liver failure', 'coma', 'stomach bleeding']"
"vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching","['vomiting', 'indigestion', 'loss of appetite', 'abdominal pain', 'internal itching']"
"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","['itching', 'skin rash', 'fatigue', 'lethargy', 'high fever', 'headache', 'loss of appetite', 'mild fever', 'swelled lymph nodes', 'malaise', 'red spots over body']"
"fatigue,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","['fatigue', 'restlessness', 'lethargy', 'irregular sugar level', 'blurred and distorted vision', 'obesity', 'excessive hunger', 'increased appetite', 'polyuria']"
I'm feeling really hot. I can't breathe well. I'm sweating a lot. I'm shaking. I'm really tired. My heart is beating fast. I have some brown stuff coming up when I cough.,"[""i'm feeling hot"", "" can't breathe well"", "" i'm sweating lot"", "" i'm shaking"", "" i'm tired"", ' heart beating fast', ' brown stuff coming cough']"
"The signs and symptoms of hydrocephalus vary somewhat by age of onset.  Infants Common signs and symptoms of hydrocephalus in infants include: Changes in the head  An unusually large head A rapid increase in the size of the head A bulging or tense soft spot (fontanel) on the top of the head  Physical signs and symptoms  Nausea and vomiting Sleepiness or sluggishness (lethargy) Irritability Poor eating Seizures Eyes fixed downward (sunsetting of the eyes) Problems with muscle tone and strength  Toddlers and older children Among toddlers and older children, signs and symptoms might include: Physical signs and symptoms  Headache Blurred or double vision Abnormal eye movements Abnormal enlargement of a toddler's head Sleepiness or sluggishness Nausea or vomiting Unstable balance Poor coordination Poor appetite Loss of bladder control or frequent urination  Behavioral and cognitive changes  Irritability Change in personality Decline in school performance Delays or problems with previously acquired skills, such as walking or talking  Young and middle-aged adults Common signs and symptoms in this age group include:  Headache Sluggishness Loss of coordination or balance Loss of bladder control or a frequent urge to urinate Vision problems Decline in memory, concentration and other thinking skills that may affect job performance  Older adults Among adults 60 years of age and older, the more common signs and symptoms of hydrocephalus are:  Loss of bladder control or a frequent urge to urinate Memory loss Progressive loss of other thinking or reasoning skills Difficulty walking, often described as a shuffling gait or the feeling of the feet being stuck Poor coordination or balance","['signs symptoms hydrocephalus vary age onset', '  infants common signs symptoms hydrocephalus infants include: changes head  unusually large head rapid increase size head bulging tense soft spot (fontanel) top head  physical signs symptoms  nausea vomiting sleepiness sluggishness (lethargy) irritability poor eating seizures eyes fixed (sunsetting eyes) problems muscle tone strength  toddlers older children toddlers older children', "" signs symptoms include: physical signs symptoms  headache blurred double vision abnormal eye movements abnormal enlargement toddler's head sleepiness sluggishness nausea vomiting unstable balance poor coordination poor appetite loss bladder control frequent urination  behavioral cognitive changes  irritability change personality decline school performance delays problems previously acquired skills"", ' walking talking  young middle-aged adults common signs symptoms age group include:  headache sluggishness loss coordination balance loss bladder control frequent urge urinate vision problems decline memory', ' concentration thinking skills may affect job performance  older adults adults 60 years age older', ' common signs symptoms hydrocephalus are:  loss bladder control frequent urge urinate memory loss progressive loss thinking reasoning skills difficulty walking', ' shuffling gait feeling feet being stuck poor coordination balance ']"
"chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain","['chills', 'vomiting', 'high fever', 'sweating', 'nausea', 'diarrhoea', 'muscle pain']"
"vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","['vomiting', 'fatigue', 'weight loss', 'high fever', 'yellowish skin', 'dark urine', 'abdominal pain']"
"I have a stiff neck and eye issues, and I've been hungry all the time.","['stiff neck eye issues', "" i've hungry time""]"
"itching,skin_rash,nodal_skin_eruptions","['itching', 'skin rash', 'nodal skin eruptions']"
"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum","['chills', 'vomiting', 'fatigue', 'weight loss', 'cough', 'high fever', 'breathlessness', 'sweating', 'loss of appetite', 'mild fever', 'yellowing of eyes', 'swelled lymph nodes', 'malaise', 'phlegm', 'chest pain', 'blood in sputum']"
"itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","['itching', 'skin rash', 'lethargy', 'high fever', 'headache', 'loss of appetite', 'mild fever', 'swelled lymph nodes', 'malaise', 'red spots over body']"
"vomiting,breathlessness,sweating,chest_pain","['vomiting', 'breathlessness', 'sweating', 'chest pain']"
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","['vomiting', 'yellowish skin', 'abdominal pain', 'swelling of stomach', 'distention of abdomen', 'history of alcohol consumption', 'fluid overload']"
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain","['stomach pain', 'acidity', 'ulcers on tongue', 'vomiting', 'cough', 'chest pain']"
"vomiting,sunken_eyes,dehydration,diarrhoea","['vomiting', 'sunken eyes', 'dehydration', 'diarrhoea']"
"Some people who have myocardial ischemia don't have any signs or symptoms (silent ischemia). When they do occur, the most common is chest pressure or pain, typically on the left side of the body (angina pectoris). Other signs and symptoms — which might be experienced more commonly by women, older people and people with diabetes — include:  Neck or jaw pain Shoulder or arm pain A fast heartbeat Shortness of breath when you are physically active Nausea and vomiting Sweating Fatigue","[""people who myocardial ischemia don't signs symptoms (silent ischemia)"", ' occur', ' common chest pressure pain', ' typically left side body (angina pectoris)', ' signs symptoms — experienced commonly women', ' older people people diabetes — include:  neck jaw pain shoulder arm pain fast heartbeat shortness breath physically active nausea vomiting sweating fatigue ']"
"continuous_sneezing,shivering,chills,watering_from_eyes","['continuous sneezing', 'shivering', 'chills', 'watering from eyes']"
I have been experiencing neck pain and feeling lightheaded and unstable on my feet.,['experiencing neck pain feeling lightheaded unstable feet']
"fatigue,weight_loss,restlessness,lethargy,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria","['fatigue', 'weight loss', 'restlessness', 'lethargy', 'blurred and distorted vision', 'obesity', 'excessive hunger', 'increased appetite', 'polyuria']"
"Signs and symptoms of cholangiocarcinoma include:  Yellowing of your skin and the whites of your eyes (jaundice) Intensely itchy skin White-colored stools Fatigue Abdominal pain on the right side, just below the ribs Losing weight without trying Fever Night sweats Dark urine","['signs symptoms cholangiocarcinoma include:  yellowing skin whites eyes (jaundice) intensely itchy skin white-colored stools fatigue abdominal pain right side', ' just ribs losing weight trying fever night sweats dark urine ']"
"Each person with Down syndrome is an individual — intellectual and developmental problems may be mild, moderate or severe. Some people are healthy while others have significant health problems such as serious heart defects. Children and adults with Down syndrome have distinct facial features. Though not all people with Down syndrome have the same features, some of the more common features include:  Flattened face Small head Short neck Protruding tongue Upward slanting eye lids (palpebral fissures) Unusually shaped or small ears Poor muscle tone Broad, short hands with a single crease in the palm Relatively short fingers and small hands and feet Excessive flexibility Tiny white spots on the colored part (iris) of the eye called Brushfield's spots Short height  Infants with Down syndrome may be average size, but typically they grow slowly and remain shorter than other children the same age. Intellectual disabilities Most children with Down syndrome have mild to moderate cognitive impairment. Language is delayed, and both short and long-term memory is affected.","['person down syndrome individual — intellectual developmental problems may mild', ' moderate severe', ' people healthy significant health problems heart defects', ' children adults down syndrome distinct facial features', ' people down syndrome features', ' common features include:  flattened face small head short neck protruding tongue upward slanting eye lids (palpebral fissures) unusually shaped small ears poor muscle tone broad', "" short hands single crease palm short fingers small hands feet excessive flexibility tiny white spots colored part (iris) eye called brushfield's spots short height  infants down syndrome may average size"", ' typically grow slowly remain shorter children age', ' intellectual disabilities children down syndrome mild moderate cognitive impairment', ' language delayed', ' short long-term memory affected']"
"constipation,pain_in_anal_region,bloody_stool,irritation_in_anus","['constipation', 'pain in anal region', 'bloody stool', 'irritation in anus']"
"bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine","['bladder discomfort', 'foul smell of urine', 'continuous feel of urine']"
"itching,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","['itching', 'fatigue', 'lethargy', 'dark urine', 'loss of appetite', 'abdominal pain', 'yellow urine', 'yellowing of eyes', 'malaise', 'receiving blood transfusion', 'receiving unsterile injections']"
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain","['chills', 'vomiting', 'high fever', 'sweating', 'headache', 'nausea', 'diarrhoea', 'muscle pain']"
I have a bruise on my leg and the skin around the veins is dry and flaky. My legs have started to swell.,"['bruise leg skin veins dry flaky', ' legs started swell']"
"I've been losing weight and feeling sick to my stomach. My skin is yellow, and I have a fever. My urine is dark, and my stomach hurts.","[""i've losing weight feeling sick stomach"", ' skin yellow', ' fever', ' urine dark', ' stomach hurts']"
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","['joint pain', 'vomiting', 'fatigue', 'high fever', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'yellowing of eyes', 'acute liver failure', 'coma', 'stomach bleeding']"
"Churg-Strauss syndrome varies greatly from person to person. Some people have only mild symptoms. Others have severe or life-threatening complications. Also known as EGPA, the syndrome tends to occur in three stages and gets progressively worse. Almost everyone with the condition has asthma, chronic sinusitis and elevated counts of white blood cells called eosinophils. Other signs and symptoms might include:  Loss of appetite and weight loss Joint and muscle pain Abdominal pain and gastrointestinal bleeding Weakness, fatigue or a general feeling of being unwell Rash or skin sores Pain, numbness, and tingling in your hands and feet","['churg-strauss syndrome varies greatly person person', ' people only mild symptoms', ' severe life-threatening complications', ' known egpa', ' syndrome tends occur stages progressively worse', ' condition asthma', ' chronic sinusitis elevated counts white blood cells called eosinophils', ' signs symptoms include:  loss appetite weight loss joint muscle pain abdominal pain gastrointestinal bleeding weakness', ' fatigue general feeling being unwell rash skin sores pain', ' numbness', ' tingling hands feet ']"
"An enlarged liver might not cause symptoms. When enlarged liver results from liver disease, it might be accompanied by:  Abdominal pain Fatigue Nausea and vomiting Yellowing of the skin and the whites of the eyes (jaundice)","['enlarged liver cause symptoms', ' enlarged liver results liver disease', ' accompanied by:  abdominal pain fatigue nausea vomiting yellowing skin whites eyes (jaundice) ']"
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking","['muscle weakness', 'stiff neck', 'swelling joints', 'movement stiffness', 'painful walking']"
"constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus","['constipation', 'pain during bowel movements', 'bloody stool', 'irritation in anus']"
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","['vomiting', 'yellowish skin', 'abdominal pain', 'swelling of stomach', 'distention of abdomen', 'history of alcohol consumption', 'fluid overload']"
"continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","['continuous sneezing', 'chills', 'fatigue', 'cough', 'headache', 'swelled lymph nodes', 'malaise', 'phlegm', 'throat irritation', 'redness of eyes', 'sinus pressure', 'runny nose', 'congestion', 'chest pain', 'loss of smell', 'muscle pain']"
"vomiting,headache,weakness_of_one_body_side,altered_sensorium","['vomiting', 'headache', 'weakness of one body side', 'altered sensorium']"
"itching,skin_rash,nodal_skin_eruptions","['itching', 'skin rash', 'nodal skin eruptions']"
"patches_in_throat,high_fever,extra_marital_contacts","['patches in throat', 'high fever', 'extra marital contacts']"
"skin_rash,pus_filled_pimples,blackheads,scurring","['skin rash', 'pus filled pimples', 'blackheads', 'scurring']"
"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain","['continuous sneezing', 'chills', 'fatigue', 'cough', 'high fever', 'headache', 'swelled lymph nodes', 'malaise', 'phlegm', 'throat irritation', 'redness of eyes', 'sinus pressure', 'runny nose', 'congestion', 'chest pain', 'loss of smell', 'muscle pain']"
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain","['stomach pain', 'acidity', 'ulcers on tongue', 'vomiting', 'cough', 'chest pain']"
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","['joint pain', 'vomiting', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'diarrhoea', 'mild fever', 'yellowing of eyes', 'muscle pain']"
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections","['itching', 'fatigue', 'lethargy', 'yellowish skin', 'dark urine', 'loss of appetite', 'abdominal pain', 'yellow urine', 'yellowing of eyes', 'malaise', 'receiving blood transfusion', 'receiving unsterile injections']"
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain","['chills', 'vomiting', 'high fever', 'sweating', 'headache', 'nausea', 'diarrhoea', 'muscle pain']"
"back_pain,weakness_in_limbs,dizziness,loss_of_balance","['back pain', 'weakness in limbs', 'dizziness', 'loss of balance']"
"vomiting,sunken_eyes,dehydration,diarrhoea","['vomiting', 'sunken eyes', 'dehydration', 'diarrhoea']"
"fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation","['fatigue', 'mood swings', 'weight loss', 'sweating', 'diarrhoea', 'fast heart rate', 'excessive hunger', 'muscle weakness', 'irritability', 'abnormal menstruation']"
I have a fever and a headache. I have sores near my nose and rashes on my neck. I'm really struggling right now.,"['fever headache', ' sores near nose rashes neck', "" i'm struggling right now""]"
"muscle_wasting,patches_in_throat,high_fever","['muscle wasting', 'patches in throat', 'high fever']"
